Id,HomeTeam,HomeScore,AwayTeam,AwayScore,FormattedSpread,LineProvider,OverUnder,Spread,OpeningSpread,OpeningOverUnder,HomeMoneyline,AwayMoneyline
401756932,Kansas,17,Kansas State,42,Kansas -3.5,Bovada,56,-3.5,-2.5,55,-140,120
401757172,Rice,37,UConn,34,UConn -10.0,Bovada,48.5,10,10,48.5,290,-380
401762847,Central Michigan,38,Massachusetts,13,Central Michigan -16.5,Bovada,46.5,-16.5,-16,47,-700,475
401762874,Miami (OH),26,Western Michigan,17,Miami (OH) -2.5,Bovada,40,-2.5,-2,41.5,-130,110
401752882,Iowa,41,Minnesota,3,Iowa -7.0,Bovada,38.5,-7,-7.5,38.5,-330,265
401752952,Washington State,28,Toledo,7,Toledo -2.0,Bovada,44.5,2,-1.5,51,-120,100
401762495,Tulsa,37,Temple,38,Temple -5.0,Bovada,52.5,5,6,53.5,185,-225
401752880,Washington,42,Illinois,25,Washington -3.0,Bovada,54.5,-3,-5,56.5,-210,175
401756933,Texas Tech,42,Oklahoma State,0,Texas Tech -38.0,Bovada,56,-38,-39,57,,
401752749,Mississippi State,38,Texas,45,Texas -8.0,Bovada,48.5,8,6.5,46,190,-230
401756930,Cincinnati,41,Baylor,20,Cincinnati -3.5,Bovada,68.5,-3.5,-5.5,66.5,-220,180
401756935,West Virginia,17,TCU,23,TCU -16.5,Bovada,55.5,16.5,15,57,460,-675
401752748,LSU,25,Texas A&M,49,Texas A&M -1.5,Bovada,50.5,1.5,2.5,48.5,110,-130
401756929,Arizona State,16,Houston,24,Arizona State -7.5,Bovada,47,-7.5,-8.5,47.5,-320,260
401752747,Kentucky,34,Tennessee,56,Tennessee -7.5,Bovada,55,7.5,9,52.5,275,-350
