"Id","HomeTeam","HomeScore","AwayTeam","AwayScore","FormattedSpread","LineProvider","OverUnder","Spread","OpeningSpread","OpeningOverUnder","HomeMoneyline","AwayMoneyline"
"401754576","California","21","Virginia","31","Virginia -6.5","Bovada","52","6.5","4.5","54","160","-185"
"401754577","Clemson","45","Duke","46","Clemson -4.0","Bovada","55","-4","-3.5","56","-170","145"
"401754580","Virginia Tech","16","Louisville","28","Louisville -10.5","Bovada","52.5","10.5","10","54","295","-390"
"401754582","Stanford","20","Pittsburgh","35","Pittsburgh -13.5","Bovada","51.5","13.5","14","51.5","410","-585"
"401761642","South Alabama","22","Louisiana","31","South Alabama -3.5","Bovada","53","-3.5","-4","55","-180","155"
"401761643","Troy","10","Arkansas State","23","Troy -8.0","Bovada","52.5","-8","-8","54","-285","235"
"401762499","North Texas","31","Navy","17","North Texas -6.5","Bovada","68.5","-6.5","-6.5","64","-210","175"
"401762849","Bowling Green","3","Buffalo","28","Bowling Green -2.5","Bovada","44","-2.5","-2","43.5","-125","105"
"401762850","Western Michigan","24","Central Michigan","21","Western Michigan -5.5","Bovada","43","-5.5","-5.5","41.5","-185","160"
"401752758","Texas","34","Vanderbilt","31","Texas -3.5","Bovada","48.5","-3.5","-3","45.5","-120","100"
"401757173","UConn","38","UAB","19","UConn -10.5","Bovada","61.5","-10.5","-11.5","64","-470","345"
"401760401","Air Force","17","Army","20","Army -1.0","Bovada","48.5","1","1","49.5","-110","-110"
"401756937","Colorado","17","Arizona","52","Arizona -3.5","Bovada","52.5","3.5","4.5","52.5","175","-210"
"401756938","Houston","35","West Virginia","45","Houston -13.0","Bovada","48.5","-13","-14.5","49.5","-650","450"
"401760402","Boise State","7","Fresno State","30","Boise State -17.5","Bovada","48","-17.5","-18.5","51","-1100","650"
