Id,HomeTeam,HomeScore,AwayTeam,AwayScore,FormattedSpread,LineProvider,OverUnder,Spread,OpeningSpread,OpeningOverUnder,HomeMoneyline,AwayMoneyline
401762464,Charlotte,42,Monmouth,35,Charlotte -2.5,Bovada,66,-2.5,-3.5,67.5,-175,150
401762466,Rice,38,Prairie View A&M,17,Rice -28.0,Bovada,48,-28,-29.5,48.5,-10000,1600
401756894,TCU,42,Abilene Christian,21,TCU -42.0,Bovada,60.5,-42,-37.5,56.5,,
401760369,Fresno State,56,Southern,7,Fresno State -38.5,Bovada,51,-38.5,-35.5,48.5,,
401760370,Hawai'i,23,Portland State,3,Hawai'i -37.5,Bovada,54.5,-37.5,-38,53.5,,
401752834,Michigan State,41,Youngstown State,24,Michigan State -23.5,Bovada,55,-23.5,-23.5,52.5,-2800,1100
401752833,Rutgers,60,Norfolk State,10,Rutgers -44.5,Bovada,56,-44.5,-44,51.5,,
401762467,UTSA,48,Incarnate Word,20,UTSA -21.0,Bovada,62,-21,-17.5,61.5,-850,550
401762819,Toledo,60,Morgan State,0,Toledo -34.0,Bovada,54.5,-34,-33.5,53.5,,
401761606,Marshall,38,Eastern Kentucky,7,Marshall -15.0,Bovada,49,-15,-14,50.5,-550,390
401757235,Kennesaw State,27,Merrimack,13,Kennesaw State -17.0,Bovada,44.5,-17,-10.5,44.5,-400,300
401761605,Georgia State,37,Murray State,21,Georgia State -32.0,Bovada,63.5,-32,-28.5,63.5,-7500,1400
401752701,Mississippi State,63,Alcorn State,0,Mississippi State -43.0,Bovada,55.5,-43,-39.5,52.5,,
